MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,MoSold,YrSold,MSZoning_RL,MSZoning_RM,LotShape_Reg,LandContour_Other,LotConfig_CulDSac,LotConfig_Other,Neighborhood_Edwards,Neighborhood_NridgHt,Neighborhood_Other,Neighborhood_Somerst,Condition1_Norm,HouseStyle_1Story,HouseStyle_2Story,RoofStyle_Hip,Exterior1st_MetalSd,Exterior1st_Other,Exterior1st_Plywood,Exterior2nd_Plywood,Exterior2nd_VinylSd,ExterQual_Other,ExterQual_TA,Foundation_PConc,BsmtQual_Gd,BsmtQual_Other,BsmtQual_TA,BsmtCond_TA,BsmtExposure_Gd,BsmtExposure_No,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_Unf,HeatingQC_Gd,HeatingQC_TA,KitchenQual_Gd,KitchenQual_Other,KitchenQual_TA,Functional_Typ,GarageType_Detchd,GarageType_None,GarageType_Other,GarageFinish_None,GarageFinish_RFn,GarageFinish_Unf,GarageQual_TA,SaleType_WD,SaleCondition_Normal,SaleCondition_Partial,SalePrice
60,9588,8,5,2007,2007,270.0,0,0,1482,5.551200375479278,1092,0,0,0,2,1,3,1,10,1,3,0,148,0,0,0,0,11,2007,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,276000
80,8471,6,7,1977,1995,46.0,506,0,506,5.437191356827395,0,0,1,0,1,0,3,1,6,1,2,292,12,0,0,0,0,7,2006,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,151000
50,5500,5,7,1929,2001,0.0,234,692,926,5.281761119595203,0,390,1,0,1,0,3,1,6,0,2,0,0,0,0,0,0,4,2010,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,130000
30,5232,5,5,1925,2004,0.0,0,0,680,5.168670757477704,0,0,0,0,1,0,2,1,4,0,2,0,0,0,0,0,0,6,2008,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,73000
20,12090,6,6,1981,1981,210.0,588,228,1422,5.527920036665911,0,0,0,0,2,0,3,1,7,1,2,276,0,0,0,0,0,6,2008,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,175500
60,11207,6,5,1997,1997,0.0,714,0,802,5.197378296502307,709,0,1,0,2,1,3,1,8,1,2,95,75,0,0,0,0,6,2006,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,185000
75,8400,5,8,1939,1997,0.0,378,0,720,5.355843744669362,720,420,0,0,2,1,4,1,8,1,1,262,24,0,0,0,0,7,2008,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,179500
30,6900,5,6,1940,1955,0.0,403,125,740,5.1794228827638165,0,0,0,0,1,0,2,1,4,1,1,0,25,0,0,0,0,2,2008,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,120500
20,7917,6,7,1976,1976,174.0,751,0,1143,5.388339029545663,0,0,1,0,1,1,3,1,6,1,1,370,30,0,0,0,0,5,2007,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,148000
60,10728,8,5,2006,2006,0.0,0,0,1095,5.3789541132043155,844,0,0,0,2,1,3,1,8,1,3,192,51,0,0,0,0,8,2006,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,266000
20,39104,7,7,1954,2005,0.0,226,1063,1385,5.503970477642186,0,0,1,0,1,0,2,1,5,2,2,81,0,0,0,0,0,4,2008,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,241500
60,11764,8,7,1999,2007,348.0,524,0,1152,5.414065563034574,1106,0,0,0,2,1,4,1,9,1,3,132,57,0,0,0,0,4,2010,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,290000
20,9600,6,6,1958,1988,183.0,620,620,1240,5.605216658773539,0,0,1,0,2,0,3,1,6,1,1,289,0,0,0,0,0,4,2009,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,139000
20,8314,5,7,1982,1982,0.0,546,0,816,5.207586558660841,0,0,0,0,1,0,2,1,5,0,1,168,0,0,0,0,0,6,2007,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,124500
50,7264,7,7,1925,2007,0.0,0,0,952,5.297904602311839,596,0,0,0,2,1,3,1,5,0,2,74,0,0,0,144,0,10,2009,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,205000
20,9196,7,5,2003,2003,0.0,0,0,1560,5.579988809299477,0,0,0,0,2,0,3,1,7,0,2,100,150,0,0,0,0,4,2010,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,201000
20,19138,4,5,1951,1951,0.0,120,0,864,5.241204202582525,0,0,0,0,1,0,2,1,4,0,2,0,0,0,0,0,0,6,2010,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,141000
20,14450,9,5,2006,2007,315.0,0,0,2121,5.749991113829679,0,0,0,0,2,1,3,1,8,1,3,124,98,0,0,142,0,5,2007,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,415298
60,10005,7,5,1977,1977,299.0,392,0,1160,5.410111386125104,866,0,0,0,2,1,4,1,8,1,2,288,117,0,0,0,0,3,2008,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,192000
60,11287,7,6,1989,1989,340.0,421,0,807,5.419454945125668,807,0,0,0,2,1,3,1,7,1,2,0,84,0,196,0,0,1,2007,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,228500
20,7200,6,5,2006,2006,68.0,905,0,1262,5.460252904471252,0,0,0,0,2,0,2,1,5,0,2,0,120,0,0,0,0,5,2006,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,185000
120,5063,7,5,2007,2008,166.0,904,0,1314,5.48321398208878,0,0,1,0,2,0,2,1,6,1,2,172,62,0,0,0,0,4,2009,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,207500
20,9612,8,5,2008,2009,72.0,0,0,1468,5.545860428283564,0,0,0,0,2,0,3,1,6,1,3,210,150,0,0,0,0,12,2009,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,244600
120,8012,6,5,1992,1992,0.0,430,0,1575,5.585346804543673,0,0,1,0,2,0,2,1,5,0,2,0,0,52,0,0,0,7,2007,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,179200
160,4251,7,5,2006,2007,0.0,0,0,625,5.048731794549851,625,0,0,0,2,1,2,1,5,0,2,0,54,0,0,0,0,6,2007,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,164700
50,9786,6,7,1962,1981,0.0,600,0,912,5.373668078180188,649,0,0,0,1,1,3,1,7,1,2,0,0,0,0,128,0,6,2006,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,159000
20,8125,4,4,1971,1971,0.0,614,0,858,5.2371136927447655,0,0,0,0,1,0,3,1,5,0,0,0,0,0,0,0,0,6,2006,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,88000
20,9819,5,5,1967,1967,31.0,450,0,882,5.265121048058162,0,0,0,0,1,0,3,1,5,0,1,0,0,0,0,0,0,2,2010,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,122000
70,8730,6,7,1915,2003,0.0,0,0,698,5.114944214258038,698,0,0,0,1,0,3,1,7,0,1,0,0,0,0,259,0,7,2007,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,153575
60,15611,8,5,2006,2006,0.0,0,0,1079,5.370471167085821,840,0,0,0,2,1,3,1,8,1,2,0,51,0,0,0,0,7,2006,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,233230
190,5687,5,6,1912,2000,0.0,210,0,780,5.288027349066785,780,0,1,0,2,0,6,1,9,0,0,0,184,0,0,0,0,3,2008,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,135900
50,11409,5,4,1949,2008,0.0,292,0,768,5.406127576618899,568,0,0,0,1,1,3,1,8,1,1,0,0,0,0,160,0,1,2009,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,131000
60,16659,7,7,1977,1994,34.0,795,0,795,5.545860428283564,795,0,1,0,2,1,3,1,9,1,2,0,250,0,0,0,0,3,2006,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,235000
20,9600,6,5,1953,1953,238.0,1285,0,1416,5.609304351384727,0,0,1,0,1,0,3,1,7,2,2,110,0,0,0,0,0,10,2009,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,167000
80,7937,6,6,1984,1984,0.0,819,0,1003,5.328232797193013,0,0,1,0,1,0,3,1,6,0,2,120,0,0,0,0,0,3,2006,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,142500
50,13710,5,5,1950,1950,0.0,420,0,910,5.271581715578777,648,0,0,0,1,1,4,1,6,0,1,289,0,0,0,0,0,6,2007,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,152000
60,7399,7,5,1997,1998,1600.0,649,0,975,5.311793755828627,975,0,0,0,2,1,3,1,7,1,2,0,10,0,0,198,0,6,2007,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,239000
60,11700,6,6,1968,1968,365.0,384,175,702,5.349767917940232,702,0,0,1,1,2,3,1,7,1,2,224,0,0,0,0,0,6,2007,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,175000
20,14000,6,8,1950,2004,0.0,0,0,1092,5.408123212161993,0,0,0,1,1,0,3,1,6,1,1,0,36,0,0,0,0,8,2009,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,158500
190,15750,5,5,1953,1953,56.0,841,0,1165,5.492634764644631,0,0,1,0,1,0,2,1,5,2,1,0,0,0,0,0,0,6,2006,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,157000
60,16226,8,5,1998,1999,0.0,281,0,1028,5.436247654424014,1242,0,0,0,2,1,4,1,9,1,2,208,50,0,0,0,0,5,2007,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,267000
20,13704,7,5,2001,2002,150.0,0,0,1541,5.573121665303678,0,0,0,0,2,0,3,1,6,1,3,468,81,0,0,0,0,1,2006,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,205000
20,9800,5,7,1972,1972,0.0,894,0,894,5.261207365230842,0,0,1,0,1,0,3,1,5,0,2,256,0,0,0,0,0,7,2006,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,149900
75,18386,7,9,1880,2002,0.0,0,0,1470,5.61971699124402,1818,0,0,0,3,0,3,1,10,1,3,302,0,0,0,0,0,5,2008,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,295000
20,10386,8,5,2004,2005,246.0,1464,0,2000,5.7178022872056475,0,0,1,0,2,0,3,1,8,0,3,168,0,0,0,0,0,7,2007,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,305900
60,13474,7,5,1990,1991,246.0,700,0,700,5.392970273762106,1121,0,1,0,2,1,4,1,8,1,3,127,44,224,0,0,0,6,2007,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,225000
50,7920,6,7,1920,1950,0.0,0,0,319,5.346424567422334,371,0,0,0,1,0,3,1,6,0,0,0,144,0,0,0,0,3,2008,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,89500
30,12342,4,5,1940,1950,0.0,262,0,861,5.2391627917247074,0,0,0,0,1,0,1,1,4,0,2,158,0,0,0,0,0,3,2009,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,82500
20,12378,9,5,2003,2004,0.0,1274,0,1896,5.702186307759156,0,0,1,0,2,0,3,1,8,3,3,208,175,0,0,0,0,11,2006,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,360000
60,7685,6,5,1993,1994,112.0,518,0,697,5.1140885701805,804,0,0,0,2,1,3,1,6,1,2,190,63,0,0,0,0,5,2006,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,165600
20,8000,6,6,1948,2002,0.0,680,0,972,5.310002289226955,0,0,1,0,1,0,2,1,5,1,1,0,0,0,0,0,0,5,2009,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,132000
190,7800,5,7,1939,1950,0.0,507,0,793,5.1907138007138345,325,0,1,0,1,0,3,1,5,1,2,0,0,0,0,271,0,5,2006,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,119900
20,215245,7,5,1965,1965,0.0,1236,820,2136,5.727594034393639,0,0,2,0,2,0,3,1,8,2,2,0,0,0,0,0,0,6,2009,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,375000
70,9600,7,7,1925,1990,0.0,16,0,728,5.219024272909021,809,0,0,1,1,1,3,1,6,1,2,0,0,234,0,0,0,8,2006,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,178000
60,7795,7,5,2004,2005,0.0,425,0,716,5.130123576369557,716,0,1,0,2,1,3,1,6,1,2,100,51,0,0,0,0,7,2009,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,188500
60,13005,7,7,1980,1980,278.0,692,0,845,5.408620953073432,1200,0,1,0,2,1,4,1,10,1,2,288,195,0,0,0,0,8,2009,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,260000
60,9000,8,5,2006,2006,0.0,0,0,1088,5.375259389170035,871,0,0,0,2,1,3,1,8,1,3,208,46,0,0,0,0,12,2007,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,270000
60,9900,7,5,1993,1993,256.0,987,0,1347,5.5076952952987295,1274,0,1,0,2,1,4,1,9,1,3,340,60,144,0,0,0,4,2009,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,260000
80,14115,7,5,1980,1980,225.0,1036,0,1372,5.547391714949194,0,0,1,0,2,0,3,1,6,2,2,233,48,0,0,0,0,6,2009,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,187500
60,16259,9,5,2006,2006,370.0,0,0,1249,5.45435300541084,1347,0,0,0,3,1,4,1,9,0,3,240,154,0,0,0,0,9,2006,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,342643
60,12099,8,5,2004,2004,388.0,970,0,1136,5.400095356096037,1332,0,1,0,2,1,4,1,10,1,3,184,154,0,0,0,0,6,2007,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,354000
60,10380,7,5,1986,1987,172.0,28,1474,1502,5.577469359346242,1177,0,1,0,2,1,4,1,8,1,2,201,96,0,0,0,0,8,2007,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,301000
20,5820,3,8,1955,2005,0.0,256,0,1162,5.413572896950038,0,0,1,0,1,0,3,1,6,0,1,142,98,0,0,0,0,7,2006,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,126175
80,11275,7,7,1967,2007,300.0,0,0,710,5.688991404962741,1080,0,0,0,2,1,5,1,11,1,2,240,0,0,0,0,0,6,2010,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,242000
45,5000,5,6,1941,1950,0.0,116,0,720,5.198113811199711,0,0,0,0,1,0,2,1,5,0,2,0,0,244,0,0,0,12,2007,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,87000
120,10846,8,5,1993,1993,0.0,1619,0,1719,5.634144632464399,0,0,2,0,1,1,1,1,6,2,2,122,30,0,0,0,0,5,2008,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,324000
20,11600,6,5,1960,1960,175.0,565,0,1383,5.512212214314841,0,0,0,0,1,1,3,1,7,0,1,0,45,0,0,0,0,4,2006,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,145250
75,11888,6,6,1916,1994,0.0,0,0,844,5.53696725244728,689,0,0,0,2,0,5,1,10,0,2,0,60,268,0,0,0,7,2009,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,214500
70,6402,5,5,1920,1950,0.0,0,0,596,5.020076668899891,596,0,0,0,1,0,3,1,6,0,1,0,0,137,0,0,0,7,2009,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,78000
90,10624,5,4,1964,1964,84.0,40,264,1728,5.637046643413493,0,0,0,1,2,0,6,2,10,0,1,155,0,0,0,0,0,11,2007,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,119000
20,8176,5,6,1958,1992,0.0,846,0,1056,5.358036160454775,0,0,1,0,1,0,3,1,6,0,1,0,0,0,0,0,0,8,2007,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,139000
20,10655,8,5,2003,2004,296.0,1124,479,3206,5.604189668306891,0,0,1,0,2,0,3,1,7,1,3,0,0,0,0,0,0,10,2009,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,284000
120,8198,7,5,2004,2004,146.0,720,0,1358,5.501889651518214,0,0,1,0,2,0,2,1,6,1,2,192,30,0,0,0,0,7,2008,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,207000
60,9042,6,5,1998,1998,0.0,828,0,943,5.292370887247948,695,0,1,0,2,1,3,1,7,2,2,100,38,0,0,0,0,7,2008,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,192000
190,164660,5,6,1965,1965,0.0,1249,147,1499,5.60075157156048,167,0,2,0,2,0,3,1,7,2,2,670,0,0,0,0,700,8,2008,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,228950
20,14157,9,5,2005,2006,200.0,1249,0,1922,5.6959182160885184,0,0,1,0,2,0,3,1,8,1,3,178,51,0,0,0,0,7,2007,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,377426
20,9135,7,5,2002,2003,113.0,810,0,1536,5.571299334724064,0,0,1,0,2,0,3,1,7,0,2,192,74,0,0,0,0,12,2008,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,214000
20,14145,7,7,1984,1998,0.0,213,0,1208,5.601441020412054,0,0,1,0,2,0,3,1,8,0,2,108,45,0,0,0,400,5,2006,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,202500
